id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1310165,2,3/29/2016 9:33,3/29/2016 10:11,6,-73.87088013,40.77375031,-73.97497559,40.75895691,N,2313
id0523080,2,3/20/2016 11:22,3/20/2016 11:31,1,-73.99169159,40.74955368,-73.98140717,40.73731613,N,565
id2893478,2,6/18/2016 3:44,6/18/2016 3:52,1,-73.98938751,40.72633743,-74.00564575,40.73673248,N,445
id3693761,2,2/6/2016 15:42,2/6/2016 15:47,4,-73.95597076,40.77209854,-73.9661026,40.76696014,N,282
id3658276,1,2/17/2016 15:14,2/17/2016 15:33,1,-73.98851776,40.73880768,-73.9903717,40.75497818,N,1128
id2942995,1,4/15/2016 22:06,4/15/2016 22:12,3,-73.96881104,40.7580719,-73.97887421,40.76238251,N,368
id1156147,1,6/2/2016 11:19,6/2/2016 11:39,1,-73.98171234,40.74966812,-73.96477509,40.76961136,N,1181
id3370575,2,5/29/2016 11:33,5/29/2016 11:44,1,-73.96761322,40.80281067,-73.93913269,40.80498886,N,661
id2292935,2,2/29/2016 12:55,2/29/2016 13:05,2,-73.9623642,40.77324677,-73.96305847,40.75794601,N,612
id2715660,1,3/28/2016 23:11,3/28/2016 23:19,1,-73.95804596,40.77893066,-73.97864532,40.78585815,N,492
id2709758,2,3/25/2016 4:03,3/25/2016 4:06,2,-73.99076843,40.75120163,-74.00408936,40.74293137,N,233
id3661681,2,3/18/2016 7:38,3/18/2016 8:21,1,-74.00115967,40.74702072,-73.95333862,40.78833389,N,2556
id2822494,2,5/25/2016 20:22,5/25/2016 20:35,5,-74.00536346,40.74191666,-73.97823334,40.75217056,N,800
id3940708,2,2/20/2016 4:44,2/20/2016 4:49,6,-73.99780273,40.72563934,-73.98338318,40.72203827,N,299
id2977585,2,3/2/2016 18:42,3/2/2016 19:00,1,-73.96920776,40.79821396,-73.96051025,40.77293777,N,1122
id2668355,1,3/11/2016 18:51,3/11/2016 19:03,1,-73.94277954,40.78586197,-73.9327774,40.79968262,N,710
id2611982,2,3/17/2016 8:16,3/17/2016 8:37,1,-73.97383881,40.76427078,-73.8708725,40.77402878,N,1274
id3902878,1,6/16/2016 11:20,6/16/2016 11:35,1,-73.98300934,40.74488449,-74.00132751,40.72244263,N,883
id2335833,2,2/28/2016 22:47,2/28/2016 22:53,6,-73.98194122,40.73579025,-73.97077179,40.75806046,N,364
id2713476,2,3/8/2016 13:16,3/8/2016 13:37,1,-73.98232269,40.76413345,-73.95623779,40.76607513,N,1306
id1451652,1,4/19/2016 21:11,4/19/2016 21:32,2,-73.99252319,40.71505737,-73.95632935,40.67316437,N,1239
id2473813,2,6/17/2016 2:10,6/17/2016 2:19,1,-73.99748993,40.72079086,-73.99321747,40.69292068,N,553
id2680055,1,5/25/2016 18:16,5/25/2016 19:24,1,-73.78816223,40.64147186,-73.98623657,40.76660156,N,4131
id1367556,2,2/9/2016 23:36,2/9/2016 23:50,3,-73.95119476,40.78679657,-73.94119263,40.83127594,N,803
id1472494,2,5/4/2016 19:09,5/4/2016 19:14,1,-73.97944641,40.73979568,-73.98535919,40.73183823,N,247
id0244374,1,5/21/2016 22:22,5/21/2016 22:35,1,-73.86152649,40.73006058,-73.85195923,40.69761658,N,783
id1986193,2,1/8/2016 9:03,1/8/2016 9:11,1,-73.99236298,40.74916077,-73.99017334,40.73765945,N,507
id3271999,2,5/13/2016 14:23,5/13/2016 14:25,4,-73.97821808,40.78604126,-73.97457886,40.79066086,N,173
id2870865,1,6/25/2016 1:10,6/25/2016 1:13,1,-73.92338562,40.76102066,-73.91678619,40.76172638,N,164
id0739278,2,1/3/2016 11:48,1/3/2016 11:59,3,-73.95998383,40.7735672,-73.98109436,40.74600601,N,645
id2855355,1,5/20/2016 23:29,5/20/2016 23:37,2,-73.98581696,40.76300049,-73.99628448,40.76659775,N,450
id0732475,2,4/10/2016 10:24,4/10/2016 10:41,1,-73.94779205,40.77508163,-74.00234985,40.73350143,N,1034
id2342933,2,5/19/2016 20:25,5/19/2016 20:39,2,-73.98544312,40.7384491,-73.97744751,40.76408005,N,857
id2608023,2,6/20/2016 9:42,6/20/2016 9:58,6,-73.97868347,40.7628212,-73.98992157,40.73847961,N,958
id1324192,1,1/1/2016 14:38,1/1/2016 14:46,1,-73.96703339,40.77264023,-73.96709442,40.76067352,N,496
id2578827,2,6/10/2016 15:54,6/10/2016 16:36,1,-73.99336243,40.73588943,-73.88676453,40.76922989,N,2494
id1267993,1,6/26/2016 1:55,6/26/2016 2:10,1,-74.00360107,40.73246002,-73.95136261,40.70688629,N,942
id3438054,1,3/4/2016 0:12,3/4/2016 0:20,1,-73.98325348,40.74972534,-73.97560883,40.73326874,N,488
id3748542,1,1/25/2016 1:21,1/25/2016 1:24,1,-73.99967194,40.74384689,-73.99337006,40.74293137,N,164
id0241796,2,3/1/2016 17:25,3/1/2016 18:21,5,-74.01692963,40.7051239,-73.80123901,40.64633179,N,3310
id1292454,1,6/2/2016 0:12,6/2/2016 0:14,1,-73.96009827,40.77322388,-73.949646,40.76977921,N,150
id3442523,1,1/15/2016 20:29,1/15/2016 20:33,1,-73.95082855,40.78321457,-73.95957947,40.77398682,N,216
id0823225,1,1/20/2016 21:08,1/20/2016 21:22,1,-73.96748352,40.75616455,-73.99390411,40.76153183,N,825
id2248077,2,6/12/2016 11:32,6/12/2016 11:43,1,-73.99584198,40.73883057,-73.97775269,40.75263596,N,650
id0549442,2,4/8/2016 23:41,4/8/2016 23:57,1,-73.98587799,40.75677109,-73.97159576,40.79429245,N,955
id0092588,2,6/21/2016 7:44,6/21/2016 7:47,1,-74.0163269,40.70626068,-74.013237,40.7143898,N,180
id1895244,1,4/20/2016 14:47,4/20/2016 14:57,5,-73.9988327,40.72827148,-73.99250031,40.74324036,N,583
id0714904,2,5/12/2016 10:03,5/12/2016 10:26,1,-73.98881531,40.73690796,-73.98556519,40.75566101,N,1383
id1661713,1,5/3/2016 23:10,5/3/2016 23:18,1,-74.00707245,40.7416687,-73.98867035,40.76491928,N,449
id3251350,2,1/3/2016 19:16,1/3/2016 19:43,1,-73.87136078,40.7740097,-73.98152161,40.67988586,N,1577
id2948720,2,3/21/2016 23:21,3/21/2016 23:54,1,-73.9874649,40.75575638,-74.00327301,40.63803101,N,1957
id1961748,1,3/17/2016 13:42,3/17/2016 13:49,1,-74.00592041,40.7064743,-74.00829315,40.71483231,N,450
id1737447,2,6/1/2016 18:26,6/1/2016 18:46,1,-73.98109436,40.74729919,-73.9847641,40.76585007,N,1218
id3218341,1,2/25/2016 17:09,2/25/2016 18:14,3,-73.86382294,40.76948929,-74.01246643,40.70403671,N,3861
id1307486,2,5/5/2016 22:49,5/5/2016 23:57,6,-73.98680878,40.75011826,-73.90863037,40.8905983,N,4048
id0893404,1,1/26/2016 22:00,1/26/2016 22:09,2,-73.97192383,40.75870132,-73.98310852,40.73563004,N,554
id0799421,2,5/28/2016 19:39,5/28/2016 19:50,1,-73.987854,40.74971008,-73.96346283,40.75416183,N,703
id3334879,1,6/4/2016 19:37,6/4/2016 20:15,2,-73.97579956,40.76546097,-73.9814682,40.75813675,N,2318
id0696704,1,3/9/2016 23:03,3/9/2016 23:11,1,-73.98457336,40.76051712,-73.97006226,40.76530838,N,467
id1503726,2,3/16/2016 18:09,3/16/2016 18:23,1,-73.95752716,40.77447128,-73.98307037,40.78105164,N,814
id0621772,2,5/13/2016 9:07,5/13/2016 9:22,1,-74.00701904,40.73492813,-73.98554993,40.72932816,N,931
id2167943,1,6/29/2016 11:09,6/29/2016 11:30,1,-74.00535583,40.71984482,-74.00482178,40.7519989,N,1277
id0863854,2,1/14/2016 18:25,1/14/2016 18:34,2,-74.01049805,40.71065903,-74.00639343,40.73300552,N,544
id3293790,2,6/13/2016 12:37,6/13/2016 13:01,5,-73.99145508,40.74415588,-73.95755005,40.78449631,N,1465
id2218216,2,5/19/2016 8:37,5/19/2016 8:51,6,-73.99132538,40.75042725,-73.97415924,40.76502228,N,804
id0801251,1,4/15/2016 17:54,4/15/2016 18:07,2,-73.96174622,40.7557106,-73.97525787,40.76167679,N,794
id1673539,2,3/12/2016 10:56,3/12/2016 11:11,2,-73.99891663,40.76423264,-73.97793579,40.75288773,N,908
id2880893,2,4/5/2016 15:04,4/5/2016 15:18,5,-74.00635529,40.74965668,-73.98516846,40.74425507,N,791
id2830389,2,6/17/2016 4:12,6/17/2016 4:20,1,-74.00801086,40.74131393,-73.9940567,40.75136948,N,467
id1748972,2,2/20/2016 20:01,2/20/2016 20:09,1,-74.00289917,40.73918152,-73.9884491,40.74338913,N,519
id3187837,1,4/19/2016 17:34,4/19/2016 17:58,1,-73.9947052,40.74004745,-73.97132874,40.74795914,N,1445
id2733572,2,4/4/2016 23:46,4/5/2016 0:02,5,-73.98931885,40.74116516,-74.01644135,40.70510864,N,974
id1271686,1,3/8/2016 14:25,3/8/2016 14:38,2,-74.00817871,40.72211075,-74.00873566,40.74738693,N,793
id3386048,1,5/19/2016 13:09,5/19/2016 13:15,1,-73.98238373,40.73141098,-73.9895401,40.73426819,N,341
id2912203,2,2/14/2016 11:56,2/14/2016 12:07,5,-73.99576569,40.76439667,-73.99160767,40.74974823,N,667
id0893915,1,3/10/2016 9:20,3/10/2016 9:36,1,-73.99298859,40.73652267,-74.01370239,40.71463394,N,950
id2812732,1,1/27/2016 20:24,1/27/2016 20:44,1,-73.9724884,40.7587738,-74.00164032,40.73518372,N,1160
id0042443,2,6/16/2016 18:26,6/16/2016 18:38,6,-73.97619629,40.77589417,-73.96468353,40.76826096,N,679
id3053789,2,4/19/2016 8:46,4/19/2016 8:51,6,-73.98497772,40.74301529,-73.99340057,40.74653244,N,276
id1774845,1,5/25/2016 20:32,5/25/2016 20:47,1,-73.97950745,40.76255035,-73.96321869,40.79885483,N,921
id2143622,2,2/12/2016 15:15,2/12/2016 15:22,1,-74.01197052,40.70740128,-74.01018524,40.71236801,N,400
id2066475,2,5/1/2016 13:06,5/1/2016 13:37,1,-74.01468658,40.70977783,-73.99108887,40.75054169,N,1887
id3363664,1,6/22/2016 16:59,6/22/2016 17:22,3,-73.98236847,40.76835251,-73.99134064,40.75014877,Y,1390
id1095230,2,3/29/2016 16:14,3/29/2016 16:19,1,-73.98098755,40.78185654,-73.98825073,40.77945709,N,302
id3529086,2,6/17/2016 4:50,6/17/2016 4:57,1,-74.00385284,40.74184036,-73.97830963,40.75405884,N,432
id1804296,2,1/25/2016 21:14,1/25/2016 21:19,2,-73.91773987,40.77032089,-73.92971802,40.77391815,N,294
id1532413,2,5/24/2016 19:25,5/24/2016 19:36,1,-73.97366333,40.76424026,-73.98384094,40.76139832,N,665
id3994420,2,5/11/2016 12:45,5/11/2016 13:07,1,-73.97319794,40.75294113,-73.97665405,40.76237488,N,1295
id2527086,2,2/5/2016 4:47,2/5/2016 5:14,1,-74.00046539,40.72732925,-73.99217224,40.69181824,N,1669
id3942074,1,1/5/2016 9:38,1/5/2016 10:17,1,-73.86600494,40.77101135,-73.98870087,40.75879288,N,2339
id1026161,2,6/14/2016 20:22,6/14/2016 20:28,1,-73.98510742,40.76375198,-73.97319031,40.76433563,N,334
id2334387,2,4/21/2016 14:12,4/21/2016 14:54,4,-73.96443939,40.77318192,-73.99414063,40.72853088,N,2482
id2149444,2,6/14/2016 21:17,6/14/2016 21:23,2,-73.97789764,40.76677322,-73.97109222,40.78278732,N,352
id1198744,1,2/18/2016 8:31,2/18/2016 8:50,1,-73.95461273,40.7655983,-73.91457367,40.80806732,N,1191
id1440799,1,5/19/2016 17:35,5/19/2016 18:38,1,-74.0001297,40.72187042,-73.96860504,40.78650665,N,3744
id1518133,1,1/9/2016 12:38,1/9/2016 12:49,1,-73.98801422,40.76220703,-73.97348022,40.76444244,N,659
id2292255,1,6/5/2016 2:06,6/5/2016 2:16,2,-73.99756622,40.71969604,-73.98246765,40.73151779,N,558
id0125100,1,2/3/2016 23:19,2/3/2016 23:33,1,-73.94496155,40.77679825,-74.00260925,40.7275238,N,797
id1241010,2,2/4/2016 23:17,2/4/2016 23:28,1,-74.0042572,40.74211121,-73.9805069,40.74575043,N,625
id1384415,1,6/24/2016 16:53,6/24/2016 17:02,1,-73.97164917,40.79470444,-73.98632813,40.77884293,N,494
id0500872,2,3/12/2016 12:24,3/12/2016 12:32,1,-73.9480896,40.77460098,-73.97405243,40.74745178,N,442
id2177245,1,6/7/2016 17:09,6/7/2016 17:39,1,-73.97445679,40.75587082,-74.01177216,40.72171783,N,1834
id2136972,2,6/2/2016 20:45,6/2/2016 20:50,2,-73.95826721,40.76861954,-73.9449234,40.77659988,N,311
id2371032,2,4/21/2016 10:04,4/21/2016 10:21,6,-73.994133,40.75099945,-73.99002075,40.75672913,N,1058
id1765308,2,5/12/2016 10:56,5/12/2016 11:43,5,-74.01010895,40.70584869,-73.99147034,40.74985123,N,2814
id3754089,1,3/19/2016 13:06,3/19/2016 13:28,1,-73.95901489,40.76813126,-74.00125885,40.73141098,N,1320
id0997260,2,1/2/2016 11:53,1/2/2016 12:04,3,-73.9858017,40.74663162,-74.01052856,40.71468353,N,644
id0655449,2,5/30/2016 16:31,5/30/2016 16:37,2,-73.97811127,40.79439163,-73.98217773,40.77599335,N,367
id3181819,1,5/3/2016 1:22,5/3/2016 1:27,5,-73.99204254,40.71963882,-73.95944977,40.70895386,N,291
id1719534,2,4/24/2016 1:01,4/24/2016 1:11,1,-73.9871521,40.74784088,-73.95294952,40.7800293,N,575
id1238115,2,3/9/2016 21:21,3/9/2016 21:34,1,-73.97452545,40.75640106,-73.97631836,40.78591156,N,730
id1279297,1,3/6/2016 23:14,3/6/2016 23:23,1,-73.97672272,40.78846741,-73.94644928,40.78108978,N,533
id0651747,2,4/23/2016 4:05,4/23/2016 4:10,5,-73.98786163,40.73252106,-73.99989319,40.73868942,N,273
id3166719,2,2/14/2016 13:36,2/14/2016 13:58,1,-73.96334076,40.7779007,-73.99355316,40.75876999,N,1305
id3820193,2,3/4/2016 19:31,3/4/2016 19:45,1,-74.00819397,40.7374382,-73.96724701,40.79104614,N,854
id0116389,1,6/4/2016 12:04,6/4/2016 12:36,2,-73.8400116,40.74289322,-73.99327087,40.75256348,N,1962
id0070147,2,2/27/2016 11:11,2/27/2016 11:26,1,-73.94892883,40.78174591,-73.96983337,40.75194168,N,874
id2265862,1,6/14/2016 9:18,6/14/2016 9:28,1,-73.99647522,40.73630142,-74.00141144,40.73390579,N,596
id3167771,2,1/16/2016 15:26,1/16/2016 15:31,1,-73.96196747,40.75992584,-73.96739197,40.76027679,N,270
id2166035,2,2/24/2016 2:32,2/24/2016 2:35,4,-73.93143463,40.7037735,-73.9397583,40.70735931,N,163
id1464489,2,3/11/2016 17:05,3/11/2016 17:11,2,-73.944664,40.82936859,-73.94406128,40.82371521,N,343
id0344845,2,2/29/2016 21:13,2/29/2016 21:24,1,-74.01138306,40.71485138,-73.99664307,40.76345062,N,698
id2886281,2,1/17/2016 3:32,1/17/2016 3:45,1,-74.00341797,40.73266983,-73.98101807,40.73865128,N,765
id0997526,1,2/11/2016 10:58,2/11/2016 11:08,1,-73.96969604,40.76267242,-73.97798157,40.76459503,N,558
id0079908,2,3/15/2016 12:29,3/15/2016 12:44,1,-73.97819519,40.75296021,-73.99117279,40.75100327,N,914
id3148242,1,4/18/2016 8:41,4/18/2016 8:51,1,-74.01560974,40.71107101,-73.99884033,40.75546265,N,655
id0504915,2,2/22/2016 21:42,2/22/2016 21:54,6,-73.98428345,40.7648201,-73.97293854,40.795681,N,728
id3157370,1,4/3/2016 18:45,4/3/2016 18:54,2,-73.98403168,40.75468826,-73.96790314,40.75944138,N,504
id0254630,1,3/2/2016 11:32,3/2/2016 11:38,1,-73.96626282,40.75354767,-73.97042084,40.75222778,N,350
id0187678,1,6/4/2016 13:54,6/4/2016 14:04,1,-73.99609375,40.7253418,-73.97911072,40.7201767,N,578
id1787714,2,6/1/2016 18:52,6/1/2016 19:16,1,-73.95488739,40.76538086,-74.01753998,40.70840073,N,1412
id0201654,2,3/22/2016 14:29,3/22/2016 14:35,1,-73.95812225,40.77311325,-73.94837952,40.77825165,N,335
id3395125,2,4/9/2016 9:22,4/9/2016 9:34,1,-74.01011658,40.71207047,-73.97689819,40.75172806,N,711
id0129477,2,4/9/2016 14:10,4/9/2016 14:14,1,-73.98181152,40.76774216,-73.98023224,40.76148605,N,185
id1824064,1,3/1/2016 5:53,3/1/2016 6:21,1,-74.00763702,40.70516586,-73.78943634,40.6446991,N,1698
id2591568,1,1/11/2016 12:57,1/11/2016 13:07,1,-73.97463989,40.76243973,-73.96877289,40.76644516,N,615
id0039050,2,4/22/2016 22:29,4/22/2016 22:46,2,-73.98636627,40.72621155,-74.00917053,40.70613098,N,1007
id2638070,1,2/29/2016 21:57,2/29/2016 22:19,1,-73.97119141,40.75790405,-73.99293518,40.6852684,N,1314
id1947253,2,5/1/2016 13:33,5/1/2016 14:01,5,-73.97793579,40.7647438,-73.86161804,40.76823807,N,1681
id2475902,1,1/11/2016 11:15,1/11/2016 11:25,1,-74.00948334,40.70466614,-74.0111084,40.71336746,N,576
id3165904,1,4/15/2016 19:10,4/15/2016 19:31,1,-73.97351837,40.75055695,-73.93422699,40.7978096,N,1280
id2959133,2,1/22/2016 7:45,1/22/2016 8:56,1,-73.79354858,40.64490891,-73.99645996,40.73643875,N,4244
id2796369,2,3/23/2016 11:06,3/23/2016 11:20,1,-73.9907608,40.75601578,-73.9777832,40.75688934,N,858
id3062523,2,4/21/2016 23:04,4/21/2016 23:17,2,-73.9822998,40.77120972,-73.99298859,40.75622177,N,762
id1901305,2,4/23/2016 2:35,4/23/2016 2:36,6,-74.00576782,40.74542999,-74.00254822,40.74995041,N,53
id3314070,1,5/2/2016 16:18,5/2/2016 16:38,1,-73.8709259,40.77358627,-73.94277191,40.76878357,N,1207
id1696303,1,3/9/2016 15:59,3/9/2016 16:11,2,-73.99382782,40.74150085,-73.98569489,40.72932434,N,695
id1741530,2,4/13/2016 16:17,4/13/2016 17:06,2,-73.98222351,40.7717514,-73.87130737,40.77418137,N,2930
id3985513,2,3/11/2016 23:07,3/11/2016 23:29,5,-73.98376465,40.77053833,-73.94946289,40.80764389,N,1346
id0454799,1,5/4/2016 21:09,5/4/2016 21:16,1,-73.95410156,40.78458786,-73.96085358,40.77172089,N,379
id2551779,2,5/23/2016 11:22,5/23/2016 11:41,5,-73.98371887,40.77080154,-73.9818573,40.75279999,N,1138
id3069265,1,3/12/2016 12:59,3/12/2016 13:36,1,-73.98167419,40.74996185,-73.78862762,40.64744568,N,2246
id2508339,1,2/7/2016 16:56,2/7/2016 17:05,1,-73.97767639,40.7556572,-73.9538269,40.76723099,N,568
id3507963,1,3/29/2016 21:04,3/29/2016 21:40,4,-73.79057312,40.644104,-73.97189331,40.75675583,N,2114
id3840102,1,1/27/2016 15:03,1/27/2016 15:12,1,-73.97613525,40.74468231,-73.99259186,40.74279022,N,514
id3574606,2,5/27/2016 17:13,5/27/2016 17:20,2,-73.97052765,40.75801849,-73.97374725,40.74964142,N,424
id1657712,1,5/18/2016 8:09,5/18/2016 8:19,1,-73.97395325,40.78287888,-73.96172333,40.80619812,N,621
id3682028,2,1/11/2016 17:39,1/11/2016 17:46,5,-73.95136261,40.77024078,-73.96257019,40.76972961,N,387
id2680231,2,2/24/2016 23:08,2/24/2016 23:10,1,-73.95127869,40.78232956,-73.94290161,40.78747177,N,131
id0501503,1,4/30/2016 19:56,4/30/2016 20:01,1,-73.97990417,40.74933243,-73.9863739,40.73771286,N,300
id2975591,1,1/6/2016 12:26,1/6/2016 12:39,1,-73.99375916,40.73271942,-73.9912796,40.74226379,N,768
id3227930,2,1/28/2016 23:11,1/28/2016 23:36,1,-74.00951385,40.715168,-74.00951385,40.715168,N,1513
id0860771,2,3/13/2016 4:55,3/13/2016 5:24,5,-73.99101257,40.74462128,-73.96379089,40.61240387,N,1734
id2644319,1,4/27/2016 18:35,4/27/2016 18:47,1,-73.97669983,40.75415802,-73.99189758,40.74914551,N,697
id0544543,1,3/24/2016 16:56,3/24/2016 17:09,1,-73.9943924,40.74052429,-73.97292328,40.75499725,N,813
id0099272,1,4/7/2016 13:57,4/7/2016 14:21,1,-74.01446533,40.71415329,-73.98364258,40.75118637,N,1433
id1234919,1,5/14/2016 18:38,5/14/2016 18:46,1,-73.98948669,40.7519989,-73.97357941,40.74851608,N,459
id1139347,2,4/6/2016 0:13,4/6/2016 0:20,1,-74.00617981,40.70810318,-74.00312042,40.72561646,N,442
id1794629,1,4/20/2016 19:43,4/20/2016 20:01,1,-73.97881317,40.7576828,-73.96659088,40.76262283,N,1093
id0039663,2,1/19/2016 9:04,1/19/2016 9:22,1,-74.00887299,40.71904373,-73.99255371,40.69630432,N,1108
id1369547,2,2/28/2016 16:51,2/28/2016 16:59,1,-73.97853851,40.77288818,-73.97801208,40.75806046,N,444
id1020501,2,5/24/2016 14:09,5/24/2016 14:28,5,-73.95424652,40.77391815,-73.97386932,40.764431,N,1087
id3312197,2,2/29/2016 19:37,2/29/2016 19:52,1,-74.0070343,40.74367905,-73.99729156,40.71421814,N,897
id1806515,2,1/15/2016 9:50,1/15/2016 9:54,2,-73.98983765,40.76234055,-74.00153351,40.75661087,N,230
id1185808,2,2/11/2016 11:03,2/11/2016 11:11,1,-73.96393585,40.79966736,-73.95251465,40.78902817,N,481
id3142873,1,4/11/2016 22:03,4/11/2016 22:11,1,-73.97107697,40.75803757,-73.98095703,40.74199677,N,435
id2582653,1,3/2/2016 23:33,3/2/2016 23:38,1,-73.99178314,40.75208664,-73.99790955,40.74604034,N,303
id2365110,2,3/1/2016 16:02,3/1/2016 16:11,1,-73.96813965,40.78713608,-73.95133209,40.78609085,N,508
id1108864,2,4/15/2016 20:05,4/15/2016 20:20,1,-73.98751068,40.74388885,-73.98323059,40.75865173,N,892
id3926947,2,3/1/2016 20:16,3/1/2016 20:31,5,-73.99227142,40.73860931,-73.97070313,40.75191879,N,929
id1276582,1,3/28/2016 21:35,3/28/2016 22:09,1,-73.78807831,40.64120865,-74.00363922,40.72639847,N,2019
id1799673,2,3/10/2016 21:03,3/10/2016 21:17,1,-73.97737885,40.75289154,-73.99713135,40.72787857,N,845
id0855142,2,4/10/2016 16:51,4/10/2016 16:58,1,-73.97254181,40.78670883,-73.98464203,40.78242111,N,382
id3749262,2,5/11/2016 21:43,5/11/2016 22:06,1,-73.99291229,40.74768066,-74.01531982,40.70658875,N,1353
id2475906,2,2/25/2016 6:57,2/25/2016 7:13,5,-73.95066071,40.78253555,-73.87265778,40.77429199,N,973
id3603669,2,3/26/2016 15:58,3/26/2016 16:07,1,-73.97222137,40.79399109,-73.95256042,40.82339859,N,549
id2540159,2,1/3/2016 8:27,1/3/2016 8:44,1,-73.98703766,40.76673889,-73.89222717,40.85271072,N,1041
id1264417,2,1/3/2016 3:54,1/3/2016 3:59,1,-73.98892975,40.72081375,-73.97806549,40.72515106,N,296
id0495592,2,3/22/2016 7:45,3/22/2016 8:02,2,-74.00392151,40.72555542,-73.97026062,40.76218414,N,1027
id0389126,1,5/2/2016 4:01,5/2/2016 4:04,1,-73.97647858,40.76476669,-73.9779129,40.76531219,N,169
id3641799,2,3/5/2016 8:34,3/5/2016 8:37,1,-74.00180054,40.74748993,-73.99485016,40.75019836,N,164
id0728600,2,1/25/2016 10:26,1/25/2016 10:34,1,-73.95423889,40.77442932,-73.96414185,40.77095032,N,489
id0204759,1,2/20/2016 4:14,2/20/2016 4:21,1,-74.00944519,40.71363068,-73.99055481,40.71873474,N,414
id1611853,2,5/22/2016 18:22,5/22/2016 18:37,2,-73.98677063,40.66944122,-73.96125031,40.65073013,N,922
id3010951,1,3/2/2016 11:25,3/2/2016 11:33,1,-73.94902039,40.78139877,-73.95809174,40.76938248,N,507
id1299661,2,5/31/2016 18:36,5/31/2016 18:42,6,-73.98724365,40.74482346,-73.99620819,40.73623276,N,352
id3156254,2,3/18/2016 12:10,3/18/2016 12:31,5,-73.95720673,40.78310776,-73.98712158,40.72249603,N,1244
id0594417,2,3/15/2016 15:24,3/15/2016 15:35,6,-74.00527954,40.72885132,-74.00952148,40.71023941,N,703
id0539631,1,2/11/2016 20:18,2/11/2016 20:27,1,-73.99819946,40.75668716,-73.99472046,40.74015427,N,517
id1523995,1,6/30/2016 11:59,6/30/2016 12:07,1,-73.97016907,40.75320816,-73.96925354,40.7611351,N,452
id3253084,1,1/27/2016 11:52,1/27/2016 12:06,1,-73.97697449,40.77988434,-73.96701813,40.76369476,N,856
id2038953,1,1/17/2016 22:51,1/17/2016 22:59,2,-73.97998047,40.78397751,-73.99260712,40.76647568,N,498
id3206637,2,5/10/2016 20:26,5/10/2016 20:38,2,-73.98918915,40.76353836,-74.00850677,40.74549103,N,708
id0818006,2,2/23/2016 20:51,2/23/2016 20:57,5,-73.9668045,40.75732803,-73.95655823,40.76828384,N,357
id3237079,2,4/10/2016 2:11,4/10/2016 2:18,1,-73.99645996,40.72119141,-74.00076294,40.72969818,N,416
id0092713,2,4/4/2016 13:21,4/4/2016 13:25,5,-73.95378876,40.7705574,-73.95245361,40.77902603,N,250
id2571215,2,2/23/2016 0:21,2/23/2016 0:23,1,-73.9822998,40.76472855,-73.98509979,40.75902939,N,159
id1573034,2,2/19/2016 22:30,2/19/2016 22:41,1,-73.95368958,40.76690674,-73.98937988,40.77314758,N,657
id2501699,2,4/30/2016 10:37,4/30/2016 10:43,6,-73.95310211,40.79156113,-73.95884705,40.77750015,N,317
id1867502,1,1/28/2016 22:35,1/28/2016 22:46,1,-73.98116302,40.7324295,-73.95761108,40.76185608,N,669
id0495209,2,2/17/2016 1:35,2/17/2016 1:49,1,-73.77674866,40.64539337,-73.86473083,40.73701477,N,849
id1723390,2,1/2/2016 17:43,1/2/2016 17:51,2,-73.96755219,40.75924683,-73.94902039,40.77331924,N,496
id3092455,2,3/30/2016 16:16,3/30/2016 17:01,1,-73.7898941,40.64689255,-73.91078186,40.76503372,N,2720
id1363366,2,5/14/2016 21:03,5/14/2016 21:26,1,-73.98873901,40.77418137,-73.97032928,40.75613022,N,1346
id2376885,2,3/10/2016 5:17,3/10/2016 5:18,6,-73.99272156,40.7532196,-73.99582672,40.7591095,N,63
id1318782,2,3/18/2016 22:46,3/18/2016 22:53,1,-73.95968628,40.67594147,-73.95716095,40.68770981,N,378
id0366183,2,4/26/2016 0:56,4/26/2016 1:06,1,-73.98173523,40.76345062,-73.9650116,40.75331879,N,551
id0021915,2,4/9/2016 8:38,4/9/2016 8:48,1,-74.00245667,40.74151993,-73.99080658,40.73508072,N,586
id1548955,2,5/29/2016 23:16,5/29/2016 23:20,1,-73.94802094,40.77904129,-73.94036865,40.79244232,N,205
id1874857,2,5/31/2016 14:23,5/31/2016 14:50,1,-73.97651672,40.76012421,-73.99263763,40.74297333,N,1621
id3167069,2,4/24/2016 10:38,4/24/2016 10:50,1,-73.97756958,40.77276993,-74.00489807,40.74161148,N,674
id3627987,2,4/14/2016 0:12,4/14/2016 0:27,1,-73.98000336,40.72686005,-74.00792694,40.70882034,N,877
id1244982,2,4/22/2016 19:25,4/22/2016 19:38,1,-74.00410461,40.74042511,-74.01589966,40.71526337,N,768
id3127329,2,6/16/2016 23:47,6/16/2016 23:49,6,-73.98748016,40.7551384,-73.99205017,40.74899673,N,157
id0336556,1,3/18/2016 14:16,3/18/2016 14:35,4,-73.99168396,40.74941635,-73.98724365,40.72244263,N,1128
id0803354,2,1/22/2016 8:58,1/22/2016 9:16,1,-73.99172211,40.7163887,-74.00582886,40.72636414,N,1109
id0499386,2,3/14/2016 19:40,3/14/2016 19:56,1,-73.96605682,40.76525116,-73.99143219,40.75022888,N,958
